사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec.22,분당선,1868,영통,58,1,2774,1519,7694,3661,17111,9157,20772,23394,11242,17238,10309,11916,11968,11969,12557,13302,13508,13877,13351,14026,15983,13881,19770,16120,24174,23598,25658,28674,14380,20902,13635,12965,15165,12061,14455,11683,6245,7672,203,737,0,0,0,0,0,0
Dec.22,분당선,1869,망포,52,2,5021,2659,20692,9665,53493,24306,51777,45398,25258,19469,18454,10575,16951,10798,17841,12852,17253,13961,16157,13295,19053,18666,24954,23303,40202,33581,46361,49676,22768,45339,17294,30053,16674,23401,13212,22406,5047,15330,175,1386,0,0,0,0,0,0
Dec.22,분당선,1870,매탄권선,111,1,3839,679,9308,2804,20547,5228,21468,12298,11625,5673,8288,3377,7752,3773,8204,5020,7061,5411,6334,4895,7461,7017,9468,9483,11231,13479,9865,20950,5299,15657,4099,10516,3595,9068,2874,9494,933,6433,45,764,0,0,0,0,0,0
Dec.22,분당선,1871,수원시청,219,3,5938,1847,12323,6791,30225,15475,32405,49267,15939,30564,13198,18014,15595,16819,18380,20181,18113,21383,19037,17462,23067,19403,29121,23895,32127,37091,41222,53347,21692,38743,21113,24706,22787,17806,19582,16738,8386,11057,335,1422,0,0,0,0,0,0
Dec.22,분당선,1872,매교,382,16,3793,576,8935,1976,17834,4136,18591,14609,8623,4681,5924,3392,5946,4036,7496,5125,6054,4653,5277,5471,6134,5771,7997,7910,10435,12736,7764,16783,3771,12527,2964,8130,2552,7418,2074,6314,611,4188,28,680,0,0,0,0,0,0
Dec.22,일산선,1948,원흥,206,7,6388,644,17368,4282,45670,6734,49105,17016,27627,10390,19603,8337,18318,9027,17875,11001,16964,12908,15591,13815,15010,17151,16584,20222,17806,27524,19588,38242,9297,37537,7158,22442,6648,20958,5050,19323,2274,12404,291,3074,0,38,0,0,0,0
Dec.22,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec.22,일산선,1950,삼송,654,6,8171,1172,31046,7283,79433,17440,78932,27566,42367,19613,31912,16513,28750,18489,29500,24470,27806,25421,25528,27737,27072,33116,32035,38476,34680,49217,33717,70682,20213,61832,16246,35997,14710,35973,14264,29795,3770,17097,478,3617,0,62,0,0,0,0
Dec.22,일산선,1951,원당,109,1,8342,1075,18996,6539,42053,8440,44625,13185,26426,8271,20134,8221,18515,10282,18853,11333,17294,11928,15526,14365,15792,17337,17077,21787,18279,26743,16184,36641,8043,32888,5656,21542,4949,20444,3117,18039,1200,11494,130,2219,1,26,0,0,0,0
Dec.22,일산선,1952,화정,114,0,10059,1339,24218,6190,51272,11522,53468,30057,32440,20756,28118,18343,26825,20258,29562,22288,29234,24581,26885,26790,28669,33309,31201,35664,32521,44123,29494,59313,16110,47331,14397,31343,13897,27856,11000,26705,4692,15497,614,3854,3,40,0,0,0,0
Dec.22,일산선,1953,대곡,3,0,845,212,3270,1046,9488,1980,8595,3331,3978,1723,2575,1454,2439,1464,2514,1658,2566,1601,2326,1732,2546,2121,3308,2577,4152,3189,4719,6007,1911,4777,1151,2597,1346,2655,909,2287,505,2244,60,459,1,5,0,0,0,0
Dec.22,일산선,1954,백석,48,4,4297,2282,10032,6089,21641,12393,22616,26459,16354,14344,15469,12695,16351,13325,16370,14258,16606,16490,16712,16063,19794,17646,20670,19194,24839,22953,24751,27618,12669,24403,10926,14372,11867,12535,7284,11236,3222,7983,387,2014,2,16,0,0,0,0
Dec.22,일산선,1955,마두,41,3,3039,1446,10236,4443,14975,7277,16167,21639,12305,14750,13498,11472,13855,11267,13565,10033,13384,14165,13840,13058,16413,13268,17204,13829,17909,15778,16351,18539,7357,15797,5679,9992,5728,8994,4016,8895,1194,6025,165,1500,1,20,0,0,0,0
Dec.22,일산선,1956,정발산,37,1,1987,960,5419,3181,8142,5663,9344,20500,7441,18828,7466,14559,9892,14175,10585,13681,12385,16111,14211,14240,16955,14544,18682,15662,22482,17833,25866,19571,13453,15292,14279,8084,11238,6815,9081,5323,3355,4100,442,1131,8,16,0,0,0,0
Dec.22,일산선,1957,주엽,97,0,5009,1190,16787,3200,26088,6268,25394,14417,18764,12716,17473,11231,17667,11494,17056,13370,15815,15797,15841,15008,17237,18672,17743,18855,16560,23469,14600,24881,7822,24963,7130,15466,5514,13884,3947,12525,1386,8925,152,2566,0,34,0,0,0,0
Dec.22,일산선,1958,대화,100,1,7217,1314,26609,5611,60473,14196,43641,17948,28189,13948,23026,11475,21099,11948,20213,14481,18539,14854,18661,14965,21524,19051,22358,17624,23614,25646,21994,30492,10888,29933,9716,21592,8657,17575,4894,17627,1706,11455,210,4911,1,40,0,0,0,0
Dec.22,중앙선,1015,회기,660,8,11954,3751,19907,13119,54721,30018,74134,56195,48299,38749,40046,36524,42467,33533,45953,37301,45363,39606,47443,38309,55077,40147,61693,45402,68246,56288,53107,78819,31695,60601,28273,39336,30163,38893,27095,43867,12939,29198,508,5434,2,167,0,0,0,0
Dec.22,중앙선,1201,중랑,81,2,5910,590,9152,1734,23044,3086,21939,6422,15029,4984,9491,4487,8872,5055,8869,6340,9157,6772,8033,7216,7576,10084,8157,12593,7975,15971,7618,21037,4999,16622,3664,10887,2939,8478,2132,9557,924,5299,23,411,0,0,0,0,0,0
Dec.22,중앙선,1202,상봉(시외버스터미널),407,3,5672,791,7660,1965,21179,4413,23962,7731,13640,5944,8857,4674,7863,6382,9546,7281,8216,7550,8170,7703,7957,9627,8575,10970,9026,14182,9375,23087,5950,19216,4590,10879,4286,8908,2785,9909,1265,6206,109,1275,0,0,0,0,0,0
Dec.22,중앙선,1203,망우,161,4,7445,958,10869,2780,29339,5585,25261,12835,16110,8675,12303,9298,11760,9415,12737,10409,11884,11630,11744,12345,12229,13193,13292,16714,13410,19862,13039,27505,8612,20351,5756,12817,4920,9798,3578,9826,1365,6818,23,761,0,0,0,0,0,0
Dec.22,중앙선,1204,양원,57,1,2420,366,4159,1619,13878,6536,10392,6794,6956,2434,5076,2633,4477,2776,4465,2378,4391,3466,4761,2941,4714,3853,5423,4900,4694,6231,3737,8801,2130,8605,1214,5717,1000,3728,705,4603,346,2842,1,242,0,0,0,0,0,0
Dec.22,중앙선,1205,구리,866,7,9017,1835,21104,6293,59155,8044,50905,18962,27783,15053,20148,14775,19620,14107,20489,14511,18861,18438,18170,18071,19235,23560,22198,26469,23159,35993,20862,51992,12503,46266,12118,25687,7982,21563,6586,20571,2273,15142,40,2459,0,0,0,0,0,0
Dec.22,중앙선,1206,도농,843,2,7961,1305,21883,5230,60525,8502,42561,14496,28275,7876,19741,7071,17911,7945,16122,9526,14358,10943,12966,12435,13476,16980,16552,19980,17910,27644,14581,41206,6955,36230,5349,20849,4492,17762,3168,16292,1012,12927,32,2519,0,0,0,0,0,0
Dec.22,중앙선,1207,양정,89,2,234,123,724,789,1674,1689,1344,1958,796,1102,757,644,773,606,740,569,805,555,1123,565,1133,665,1532,734,2101,855,2230,1157,544,813,389,493,301,435,143,372,52,292,4,104,0,0,0,0,0,0
Dec.22,중앙선,1208,덕소,1374,7,2713,963,9723,1848,23948,3722,18965,7273,12973,5356,11123,4474,9893,4986,8788,6388,8809,7338,7731,6679,8337,10056,8684,11662,8759,15752,6963,18410,3829,17303,3187,9403,2506,10374,2082,8964,906,7597,7,1936,0,0,0,0,0,0
Dec.22,중앙선,1209,도심,2,0,1458,403,5300,1016,12660,1585,8189,6318,5680,1837,4277,1447,3537,1501,3836,1953,3184,1890,3054,1704,3033,3646,4159,2378,3431,5769,3366,5154,1365,5454,987,3546,840,3205,710,3711,233,2192,0,0,0,0,0,0,0,0
Dec.22,중앙선,1210,팔당,0,0,190,59,522,415,1241,1534,1240,2709,985,3000,916,2370,927,2108,1093,2199,1121,1610,1542,1407,2270,1491,2357,1504,2498,1460,2285,1650,1920,965,1620,593,1307,516,892,489,147,218,0,0,0,0,0,0,0,0
Dec.22,중앙선,1211,운길산,0,0,183,39,506,263,1378,439,1892,925,1027,1449,1016,1662,913,1523,1017,1792,1229,1020,1661,1137,2198,1051,1861,1096,1574,1073,858,1046,491,1145,393,586,308,613,149,522,31,404,0,5,0,0,0,0,0,0
Dec.22,중앙선,1212,양수,0,0,795,116,1749,728,5582,1657,4220,2817,4922,3158,3289,2750,3586,2929,3375,2892,3447,3103,3305,3296,4225,3125,4413,3995,3900,4459,2787,3922,1234,4165,1147,3161,793,2788,480,2354,136,1801,0,16,0,0,0,0,0,0
Dec.22,중앙선,1213,신원,0,0,124,2,133,74,405,472,323,325,403,419,242,327,332,302,381,223,340,279,411,214,519,308,420,321,315,356,599,289,67,186,79,161,29,150,31,152,15,97,0,27,0,0,0,0,0,0
Dec.22,중앙선,1214,국수,1,0,553,52,1080,250,2122,593,1737,2019,2076,859,1560,975,1179,1116,1831,1236,1368,1205,1308,1027,2548,1524,1829,1616,1001,1753,762,1704,392,1358,314,1409,235,1337,147,936,38,586,1,108,0,0,0,0,0,0
Dec.22,중앙선,1215,아신,1,0,467,29,745,116,1662,428,1453,827,1269,669,1449,697,996,811,889,983,955,800,881,788,1140,1121,1250,1318,987,1820,766,1275,410,1071,282,822,159,1088,145,615,19,717,5,141,0,0,0,0,0,0
Dec.22,중앙선,1216,오빈,1,0,192,22,456,178,791,216,970,663,832,339,904,406,542,417,518,447,513,354,497,385,461,622,569,694,704,921,408,824,190,568,128,426,111,530,48,347,6,345,0,41,0,0,0,0,0,0
Dec.22,중앙선,1217,양평,27,0,1501,77,3230,1676,7236,3007,6165,7131,4992,3992,6337,3973,5006,5128,5761,6417,6209,4219,6335,5287,5890,6593,7388,5622,6289,8082,5543,6858,2872,4990,2694,5460,2359,3567,1704,2899,264,3361,80,878,0,0,0,0,0,0
Dec.22,중앙선,1218,원덕,49,0,337,3,591,63,688,319,1026,400,929,331,998,558,777,629,670,714,785,361,779,604,730,717,819,762,522,1175,350,819,171,688,77,479,49,544,31,313,3,272,0,75,0,0,0,0,0,0
Dec.22,중앙선,1219,용문,350,0,714,2,1828,513,2983,2014,4560,2679,3378,1875,3853,2247,3408,5583,4119,5444,5253,3764,5742,4421,5585,2748,4560,4847,3547,4521,2221,3530,1224,2996,684,3028,690,1947,307,1579,2,1492,0,797,0,0,0,0,0,0
Dec.22,중앙선,1220,지평,0,0,0,0,0,0,236,145,254,102,2,0,403,264,0,0,1,1,35,80,386,311,0,0,3,2,102,122,34,151,128,233,1,1,23,95,6,63,0,0,0,0,0,0,0,0,0,0
Dec.22,장항선,1401,봉명,11,0,1230,480,1716,665,2204,3891,2638,4483,2306,3573,3085,2375,2834,1702,2482,1660,2441,2177,2287,1974,2668,1771,3476,1582,3892,2622,1857,2485,996,1772,927,1224,682,1195,556,1082,626,813,12,191,0,1,0,0,0,0
Dec.22,장항선,1402,쌍용(나사렛대),36,0,2624,309,4278,692,6383,1805,8462,5879,3970,4658,4454,3411,4077,3073,4282,5138,4962,3652,4323,3070,4665,3927,5644,4537,5251,6746,4569,6951,2686,5255,2229,3957,1598,3022,1470,3128,886,2737,44,705,0,1,0,0,0,0
Dec.22,장항선,1403,아산,40,0,1064,770,2530,3593,5836,6066,7897,8644,4374,6333,5432,7679,5120,5579,5960,7262,6888,7226,7286,5291,8698,6396,8368,6870,8307,9044,12344,9542,10098,6368,5843,4962,6890,3215,5951,2425,4027,1586,122,347,0,1,0,0,0,0
Dec.22,장항선,1404,탕정,43,0,785,73,1703,876,3971,1769,3424,2111,2171,937,1922,1039,1663,1145,1825,1458,2107,1667,2099,1201,2218,1289,2617,2578,2781,3031,2329,3386,1493,2711,937,2106,917,1773,751,1556,444,1385,16,268,0,0,0,0,0,0
Dec.22,장항선,1405,배방,51,1,1261,165,1740,647,3726,1307,3190,2158,2336,1354,2116,1089,1770,1542,1909,1486,2236,2143,2066,1478,2089,1728,1951,2936,2360,3529,2521,3731,1615,2925,1132,2067,1003,1889,963,1558,595,1267,25,327,0,0,0,0,0,0
Dec.22,장항선,1407,온양온천,591,1,1798,509,4106,2255,8500,5930,9240,8380,8456,7377,8238,8866,8801,13150,9889,10234,12606,10696,12425,6866,11100,7528,10696,9180,7306,10187,9665,10215,4077,7916,2935,5692,2717,5701,1645,3824,990,2976,25,832,0,1,0,0,0,0
Dec.22,장항선,1408,신창(순천향대),221,0,474,162,1060,431,2441,2190,1752,6054,1943,2938,3059,3748,3096,2684,3326,2767,4866,3678,5057,2337,4001,1952,5227,2442,4111,1593,5277,3228,1590,2293,1239,1780,1139,2298,446,2085,354,1548,3,632,0,4,0,0,0,0
Dec.22,경의선,1252,신촌,0,0,179,5,286,918,635,3658,496,5710,675,3931,706,2114,726,1440,987,1389,996,2274,1034,1422,1445,1055,2162,1149,4153,1515,3666,1805,2222,1329,1095,688,1178,488,1163,192,515,400,5,49,0,0,0,0,0,0
Dec.22,경의선,1261,효창공원앞,0,0,583,168,1734,1822,4779,5727,7865,17595,5505,10336,3601,4160,3384,3622,3728,3664,4156,3769,4161,3669,4533,3921,5592,4835,8448,5671,14050,8116,5407,6040,3492,3803,3109,4071,2756,3787,1245,2983,33,302,0,0,0,0,0,0
Dec.22,경의선,1263,서강대,1,0,499,101,1325,1586,2962,2579,3891,8389,2983,5933,2648,4134,2851,3600,3364,3516,3655,3807,3704,3290,3931,3243,5277,3946,6474,4217,5982,4831,3797,3274,3378,2140,3525,2376,3186,2067,1278,1272,8,118,0,0,0,0,0,0
Dec.22,경의선,1265,가좌,6,0,2832,172,7310,2130,21558,3726,25803,10025,11797,8234,9359,6134,8884,5938,9994,6239,7961,8731,8088,7929,8406,9043,9506,12373,9876,13608,8933,19982,5248,15594,3958,9015,3559,6855,2830,7371,1105,5719,23,597,0,1,0,0,0,0
Dec.22,경의선,1267,수색,0,0,873,606,1964,5694,3041,5455,4006,18051,2967,9287,2377,3952,2584,2331,2710,2512,2649,3109,2921,2647,3952,2913,6340,3165,9951,4174,12663,3699,5618,2765,2949,2073,2297,1497,1717,1662,731,1238,6,176,1,0,0,0,0,0
Dec.22,경의선,1268,화전,0,0,606,409,1666,1324,3706,1809,4597,6422,2927,5172,3009,4502,4107,3333,3391,3167,3510,3985,4144,3141,4264,2896,6225,2739,6143,3054,4829,3434,2603,2965,1926,1872,1617,1865,1293,2057,780,1372,51,451,0,0,0,0,0,0
Dec.22,경의선,1269,강매,2,0,1953,257,6089,905,18103,1217,17948,3488,8765,1420,5648,1332,4713,1638,4239,1793,3899,2346,3168,2846,3257,3800,3671,5518,3375,6706,3482,11177,1209,11222,849,6894,816,6000,495,5892,210,3312,8,1436,0,0,0,0,0,0
Dec.22,경의선,1270,행신,0,0,3703,1314,12654,4773,40422,6154,33722,10852,16089,7552,11891,5715,12151,7287,11714,8134,10700,10119,9180,9247,8659,10615,11977,15884,16681,20323,10621,37641,7200,28241,8044,15291,6047,14106,6258,13129,2748,7997,88,3246,0,0,0,0,0,0
Dec.22,경의선,1271,능곡,0,0,2947,344,7318,1720,15996,2352,15731,6203,9048,3059,6676,3003,6297,3402,5633,3761,5304,4123,4990,4558,5041,5138,6010,7070,6165,8053,5545,11665,2717,10559,1883,6320,1508,6716,1095,5977,537,4093,62,3079,0,0,0,0,0,0
Dec.22,경의선,1272,곡산,0,0,232,110,940,442,1765,1255,1431,2434,835,827,709,657,642,622,666,705,728,666,950,714,1002,685,1177,831,1728,1041,1731,1561,448,1110,332,741,316,641,178,572,81,429,2,31,0,0,0,0,0,0
Dec.22,경의선,1273,백마,2,0,4252,676,14465,2896,34577,5825,25168,11422,14007,5430,11077,4546,10445,4489,10328,6073,9863,7614,8661,7344,9385,9349,10981,10812,10892,14148,10957,26312,4821,23568,3389,13124,3276,13558,2618,11523,907,10895,59,732,0,0,0,0,0,0
Dec.22,경의선,1274,풍산,23,0,3660,433,10160,1831,23155,4109,19921,8004,13124,5427,8828,4502,9077,6419,8658,6627,8416,7426,8467,6607,9396,8254,9863,10077,10133,13929,8752,19721,4883,16220,4372,11322,4452,10461,2824,8393,1107,7942,78,1023,0,0,0,0,0,0
Dec.22,경의선,1275,일산,20,0,7013,776,21678,2752,46611,7107,32853,15216,19850,7183,14657,6360,14298,7822,14458,8919,13700,11220,12668,11673,13066,13282,14504,16349,13392,23339,12531,34495,6283,33683,4784,16580,4283,18423,3615,15510,1195,11169,118,3526,0,0,0,0,0,0
Dec.22,경의선,1276,탄현,34,1,5747,605,20373,3065,37925,6012,29105,10041,16132,5837,12312,4895,12126,5722,11654,6417,10784,7122,9617,9309,11041,10724,11302,12945,11294,20318,11829,29596,6103,30734,4737,15875,4296,15441,3297,11469,1369,9864,135,2788,0,0,0,0,0,0
Dec.22,경의선,1277,야당,38,1,4387,330,16499,2803,31318,5034,28899,8974,14539,7082,12186,5855,11326,7454,11377,8993,10825,9991,10402,11355,11489,13921,12947,16592,13017,26253,11567,36116,8394,30231,9142,16777,10457,14930,9574,11308,4764,9910,838,2692,0,0,0,0,0,0
Dec.22,경의선,1278,운정,28,0,4134,353,18009,4655,29630,6850,28504,11965,14746,5661,11580,4714,10258,5185,10099,6053,9305,6373,8275,7470,8695,9512,10850,13346,12436,17292,11880,24079,5186,21461,3651,12757,3393,11666,2362,9800,625,7264,54,1800,0,0,0,0,0,0
Dec.22,경의선,1279,금릉,49,0,2691,267,10670,2240,19013,5600,15523,11943,9278,5573,8385,4188,8824,4326,7657,5679,7619,6153,7154,7049,7566,7421,8790,9359,10961,12795,11173,15931,5460,14712,4118,8728,3548,8601,2666,7479,641,6131,71,1688,0,0,0,0,0,0
Dec.22,경의선,1280,금촌,51,0,3371,268,9394,3573,19649,9322,18313,15800,12221,7913,10579,7183,11246,6763,11913,9869,11639,9900,10506,9986,11064,10724,12559,12691,14709,17214,17055,18014,8283,16184,6164,10890,5067,10256,3595,8347,834,6506,120,1758,0,0,0,0,0,0
Dec.22,경의선,1282,월롱,36,0,439,38,806,7013,1942,10269,2443,11346,2460,3078,2121,2486,2654,1632,4148,2741,3575,2042,3353,1689,5315,1977,7739,2401,12959,2994,15394,2943,5559,2646,3895,3067,2438,3132,935,3016,117,2486,11,818,0,0,0,0,0,0
Dec.22,경의선,1283,파주,85,0,687,2,1345,466,2665,2022,2871,4715,2158,1879,1892,1458,2228,861,2254,1301,1936,1453,2149,923,2436,1182,3038,1306,5317,1462,4027,1712,1267,1708,679,1443,861,1060,295,945,42,799,8,385,0,0,0,0,0,0
Dec.22,경의선,1284,문산,811,3,3047,16,7769,2520,14705,6658,14710,14548,11178,5557,8666,5539,9144,6835,9486,7526,9385,7721,8891,6681,9587,9625,10041,9309,12677,12237,11954,14060,5272,13406,4170,9404,2917,7371,2100,7280,98,5436,0,2482,0,0,0,0,0,0
Dec.22,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,4,51,15,96,1,2,33,1,0,0,1,1,41,48,41,6,239,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec.22,경의선,1286,운천,38,8,2,2,0,0,0,0,1,1,41,45,52,73,5,3,25,4,0,0,4,4,11,26,50,9,61,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec.22,경의선,1291,서울역,0,0,681,7,1002,7116,2496,23469,2800,39845,2397,20214,1761,7986,1954,6033,2838,4412,3775,6881,4370,3824,6338,3483,9197,3959,17045,5815,30438,6148,11009,3431,6267,1829,6970,2241,1231,256,2661,992,0,120,0,0,0,0,0,0
Dec.22,경의선,1292,공덕,8,1,607,101,1937,1835,4297,7144,5597,20010,4138,8524,4183,3548,5303,3934,4702,3852,5544,3590,5306,3952,5720,3969,7153,4925,11443,6506,16957,7793,7911,5051,7026,3035,8363,3446,7571,2921,3412,1797,291,277,0,0,0,0,0,0
Dec.22,경의선,1293,홍대입구,1,1,360,89,725,774,1413,1936,1609,7029,1490,5369,1303,3996,1445,4099,1902,4887,2436,5359,2863,5471,3418,5030,4343,6015,6240,5412,6668,7192,5004,4527,4550,2335,5533,2168,5505,1824,2407,1329,61,161,0,0,0,0,0,0
Dec.22,경의선,1294,디지털미디어시티,4,0,1011,411,3058,1366,10774,1997,11383,4048,6024,3085,4578,2144,3947,2185,4233,2544,3862,3257,3792,2859,4220,3414,5085,4616,5729,6678,5110,10023,2892,7285,2025,5009,1735,4073,1637,4500,766,3073,57,417,0,0,0,0,0,0
Dec.22,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec.22,경의선,1296,계양,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec.22,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec.22,경춘선,1311,신내,13,0,942,542,2507,3329,7784,5285,7310,8269,3568,2487,2737,1893,2794,1679,2827,1672,2734,2378,2892,1909,2976,3485,4423,2884,4605,4282,6337,5180,2486,4332,1501,2263,1258,2167,1027,2078,527,1452,100,669,0,6,0,0,0,0
Dec.22,경춘선,1312,갈매,5,0,1857,885,4034,2344,17205,2965,10126,4593,6868,2386,4384,2275,3460,1997,4070,2393,3291,3215,3597,2515,4047,4199,4887,4666,5159,6129,4472,10290,2481,8049,1877,4190,2084,3966,1080,2972,644,1797,20,838,0,0,0,0,0,0
Dec.22,경춘선,1313,별내,28,0,1274,1297,3452,2762,13540,3941,9933,7131,6105,4737,4142,3065,3839,3057,4663,3042,3884,3865,4200,3319,5065,4572,6388,4770,6702,7889,6865,9570,3034,8395,2404,4493,2418,2937,2057,3712,1002,1837,55,561,0,0,0,0,0,0
Dec.22,경춘선,1314,퇴계원,2,0,2718,516,4916,1533,18877,3685,12785,5823,8952,2866,6123,2822,5168,2701,5880,3328,5721,3485,3998,3981,4329,4465,4316,6280,5207,9940,6144,10755,2538,11669,1803,6263,1432,4288,987,5835,495,2595,74,886,0,0,0,0,0,0
Dec.22,경춘선,1315,사릉,18,0,1882,534,3724,1206,10650,4945,7883,4828,5094,2243,3677,2138,3344,2015,3202,2241,3220,1863,2598,3091,3186,2765,3019,3881,4365,5609,5304,6859,1852,8001,1226,3639,991,2821,728,2911,195,1914,19,518,0,0,0,0,0,0
Dec.22,경춘선,1316,금곡,3,0,1277,265,2333,1024,4390,1994,4420,5627,3076,1762,2408,1444,2632,1237,2437,1959,2601,1459,1900,2340,2417,2320,2399,2237,3226,3287,3382,3905,1183,3393,760,1487,549,1751,446,1677,170,1193,9,280,0,0,0,0,0,0
Dec.22,경춘선,1317,평내호평,513,0,5621,750,13495,1435,27425,4541,21057,9807,12158,6661,10206,5309,9504,5616,8945,7909,8860,7348,7740,9374,8429,9110,8529,10404,8951,18228,8685,19972,5041,23610,4430,9934,4083,8598,3749,7759,1663,5926,67,2419,0,0,0,0,0,0
Dec.22,경춘선,1318,천마산,34,0,1055,247,3160,593,7482,1735,6044,2058,4682,1307,3635,1228,2765,1619,2815,1942,2313,2037,2190,2378,1957,3062,2295,2893,2050,4026,2201,4989,804,4327,569,2966,481,2361,403,1877,132,1093,6,351,0,0,0,0,0,0
Dec.22,경춘선,1319,마석,12,0,1437,428,7941,2432,14041,6451,11996,7570,9526,5177,7518,3818,6320,4740,7226,4568,6238,6317,6287,5470,6030,6925,7454,6580,6803,9383,6843,9919,3349,12838,2521,6371,1957,5253,1715,4590,706,2217,34,975,0,0,0,0,0,0
Dec.22,경춘선,1320,대성리,0,0,250,57,573,208,915,599,1109,1129,1156,595,1260,865,2446,741,1248,843,932,1301,878,2086,1098,1330,1316,1139,1289,940,987,948,334,764,222,609,236,409,94,358,53,245,5,2,0,0,0,0,0,0
Dec.22,경춘선,1321,청평,5,0,808,156,1811,623,3562,1107,4706,3421,3381,2249,3601,2337,4425,1681,3491,3014,2912,2529,3087,3366,3325,3598,2939,3875,3745,4880,2632,3734,1498,3101,1309,2430,690,1746,402,1381,128,1267,7,299,0,0,0,0,0,0
Dec.22,경춘선,1322,상천,0,0,109,24,208,95,499,198,568,499,452,386,425,411,528,432,547,433,469,297,681,428,571,535,503,434,526,528,219,319,85,401,62,229,68,245,19,139,14,112,3,31,0,0,0,0,0,0
Dec.22,경춘선,1323,가평,0,0,564,77,1304,855,2968,2055,4001,5291,2919,2406,3715,2358,5197,3511,3403,3379,3138,4271,3503,4377,3571,4169,4383,3059,4850,3842,3890,3056,1541,3127,1402,2174,1091,1409,562,1537,291,1123,14,306,0,0,0,0,0,0
Dec.22,경춘선,1324,굴봉산,0,0,42,0,42,32,126,101,181,271,223,339,233,595,342,501,230,354,315,220,253,303,281,276,316,183,296,202,157,138,149,165,197,127,70,59,42,78,18,71,2,14,0,0,0,0,0,0
Dec.22,경춘선,1325,백양리,0,0,9,12,34,46,37,585,135,828,109,602,244,990,838,856,423,707,453,568,480,669,709,407,911,351,1773,317,1242,372,223,160,334,137,450,116,311,103,281,102,39,20,0,0,0,0,0,0
Dec.22,경춘선,1326,강촌,9,0,100,15,143,60,300,230,466,1468,592,1285,733,1311,1438,1251,1205,784,1144,803,1235,865,1597,633,1391,726,1217,640,674,695,334,474,252,389,199,311,69,306,19,216,10,18,0,0,0,0,0,0
Dec.22,경춘선,1327,김유정,9,0,101,8,151,94,464,429,490,666,407,791,573,911,494,1022,683,978,758,905,953,792,1090,620,1133,464,936,557,684,569,203,319,168,247,129,219,51,120,10,98,4,53,0,0,0,0,0,0
Dec.22,경춘선,1328,남춘천,513,3,1259,21,3217,684,4504,2133,5573,3621,5470,4196,5450,3535,5178,6647,5374,7538,5936,4773,7140,4165,6929,5753,6603,4794,5715,6107,4177,6488,3347,8600,2922,3639,2441,3194,1586,4551,590,2074,12,1845,0,0,0,0,0,0
Dec.22,경춘선,1329,춘천,282,1,467,12,1339,240,1461,914,2317,2526,2670,3077,2316,2375,2626,3917,2641,3249,3250,3552,4263,2535,5169,2949,5090,2195,4083,2402,3006,2277,1999,2917,1300,1243,943,1172,493,1053,119,1204,2,671,0,0,0,0,0,0
Dec.22,수인선,1873,고색,530,2,2651,359,6984,2668,15881,14254,14178,23560,6979,4165,4670,2657,4970,3282,5336,3346,4907,3711,4598,4085,5110,4564,6502,6460,15456,8917,20343,11155,6128,10894,5965,7124,4379,5514,2167,5538,891,3750,13,2240,0,0,0,0,0,0
Dec.22,수인선,1874,오목천,9,0,711,212,4878,1791,10775,4169,11869,8957,6765,5094,5654,3717,5826,3321,6782,4103,5715,5226,5292,3975,7003,4837,8632,7097,8110,6574,8460,11896,4167,7660,2382,4224,2093,4314,1563,5230,640,3253,6,330,0,0,0,0,0,0
